Opération	Division	Description	Designation	Type unité	Type produit	Nombre unité	Statut ADV	N° Lot	Superficie	Prix unitaire	Prix total	Titre foncier	Numéro Client	Client	CIN/RC	Dossier	Type document	Désignation type de document	Création	Vers1	Vers2	Vers3	Total versement	Date livraison	Date contrat	Vers regularis	Trop perçu réglé	Trop perçu non réglé	Reste à payer	Total avances	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	123	200	750	150000	152496/02           	11116525	Gillie Orans	FL5296	21741600	ZVL 	Vente libre         	20201217	0	0	0	0	0	0	0	0	0	150000	0	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	122	200	750	150000	152495/02           	11123080	Stewart Macquire	A661591	21746402	ZVL 	Vente libre         	20210326	0	0	0	0	0	0	0	0	0	150000	0	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	1	374	850	317900	152374/02           	10647106	Catherin Alcide	FL27705	21482781	ZVL 	Vente libre         	20161005	70000	0	0	70000	0	0	0	0	0	247900	70000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	101	200	750	150000	152474/02           	10625076	Kacey Tootell	F193024	21221563	ZVL 	Vente libre         	20141210	70000	50000	80000	200000	0	0	0	0	50000	0	200000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	100	200	750	150000	152473/02           	10645571	Bibbye Northfield	FG6182	21481623	ZVL 	Vente libre         	20160907	60000	50000	0	110000	0	0	0	0	0	40000	110000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	99	200	750	150000	152472/02           	10625077	Moishe Panting	FL57981	21227860	ZVL 	Vente libre         	20141210	70000	30000	0	100000	0	0	0	0	0	50000	100000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	98	200	750	150000	152471/02           	11090336	Jen Kilmurray	FL81122	21725651	ZVL 	Vente libre         	20191127	45000	105000	0	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	97	200	750	150000	152470/02           	10621957	Florian Beckford	F553998	21231778	ZVL 	Vente libre         	20141210	70000	60000	20000	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	96	200	750	150000	152469/02           	10623178	Kinnie Rolling	FG7382	21239422	ZVL 	Vente libre         	20150210	70000	50000	30000	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	95	200	750	150000	152468/02           	10622635	Jerome Claw	FL35006	21229312	ZVL 	Vente libre         	20141202	70000	0	0	70000	0	0	0	0	0	80000	70000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	94	200	750	150000	152467/02           	10622293	Shalom Paulley	FL4057	21212545	ZVL 	Vente libre         	20141210	70000	80000	0	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	93	200	750	150000	152466/02           	10625634	Duffy Wreakes	GM42762	21221561	ZVL 	Vente libre         	20150102	143640	26000	0	169640	0	0	0	0	19640	0	169640	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	92	344	850	292400	152465/02           	10622713	Shandy Phlippi	FL6843	21663190	ZVL 	Vente libre         	20191004	240000	51550	850	292400	0	0	0	0	0	0	292400	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	91	342	850	290700	152464/02           	10621958	Larine Mennell	DF805158	21213080	ZVL 	Vente libre         	20141210	143640	0	0	143640	0	0	0	0	0	147060	143640	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	88	200	750	150000	152461/02           	11125741	Huntington Withnall	F190968	21747442	ZVL 	Vente libre         	20210422	150000	0	0	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	87	199	750	149250	152460/02           	10994759	Clevie Chidwick	FL32702	21496294	ZVL 	Vente libre         	20170613	75500	35000	39500	150000	0	0	0	0	750	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	86	199	750	149250	152459/02           	10623308	Lindsay Ciotti	UC23019	21231544	ZVL 	Vente libre         	20141204	70000	50000	50000	170000	0	0	0	0	20750	0	170000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	85	200	750	150000	152458/02           	11118667	Guido Chatt	FL72877	21743280	ZVL 	Vente libre         	20210119	70000	0	0	70000	0	0	0	0	0	80000	70000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	84	200	750	150000	152457/02           	10710531	Ailsun Volet	FL37923	21494595	ZVL 	Vente libre         	20170511	100000	0	0	100000	0	0	0	0	0	50000	100000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	83	198	750	148500	152456/02           	10625570	Stewart Tinn	F238572	21239502	ZVL 	Vente libre         	20150302	70000	50000	30000	150000	0	0	0	0	1500	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	82	198	750	148500	152455/02           	10652701	Kearney Ledwith	FL58038	21486246	ZVL 	Vente libre         	20161214	75000	35000	40000	150000	0	0	0	0	1500	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	81	200	750	150000	152454/02           	10646165	Karee Ackwood	D310544	21482097	ZVL 	Vente libre         	20160921	40000	25000	35000	100000	0	0	0	0	0	50000	100000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	80	200	750	150000	152453/02           	10650203	Rollin Denys	FL71934	21484870	ZVL 	Vente libre         	20161116	80000	20000	50000	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	79	198	750	148500	152452/02           	10626469	Vic Trevallion	FL46093	21217237	ZVL 	Vente libre         	20150603	70000	40000	40000	150000	0	0	0	0	1500	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	78	337	850	286450	152451/02           	10617938	Curtice Matteo	#VALEUR!	21229573	ZVL 	Vente libre         	20150205	143640	147060	850	291550	0	0	0	0	5100	0	291550	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	110	200	750	150000	152483/02           	10625568	Earlie Tradewell	FL19833	21226007	ZVL 	Vente libre         	20150302	70000	50000	30000	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	109	200	750	150000	152482/02           	11115778	Aline Abeles	F414559	21741315	ZVL 	Vente libre         	20201210	0	0	0	0	0	0	0	0	0	150000	0	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	108	200	750	150000	152481/02           	10635442	Laurice Chessell	FL52559	21356981	ZVL 	Vente libre         	20141212	70000	0	0	70000	0	0	0	0	0	80000	70000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	106	300	800	240000	152479/02           	10621940	Trent Vail	FL12968	21227407	ZVL 	Vente libre         	20141202	115500	82500	42000	240000	0	0	0	0	0	0	240000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	105	300	800	240000	152478/02           	10629402	Jessy Richardet	F139365	21213198	ZVL 	Vente libre         	20150810	60000	0	0	60000	0	0	0	0	0	180000	60000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	102	200	750	150000	152475/02           	11125715	Sidonnie Iggalden	FL2264	21747438	ZVL 	Vente libre         	20210422	150000	0	0	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	119	200	750	150000	152492/02           	11118666	Ebony Chadwick	FL15479	21747212	ZVL 	Vente libre         	20210415	60000	0	0	60000	0	0	0	0	0	90000	60000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	118	200	750	150000	152491/02           	11110221	Westbrook Dron	FL34522	21738483	ZVL 	Vente libre         	20201008	150000	0	0	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	117	200	750	150000	152490/02           	10625933	Colet Caswill	FL38811	21746128	ZVL 	Vente libre         	20210319	80000	0	0	80000	0	0	0	0	0	70000	80000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	116	200	750	150000	152489/02           	10606296	Jacklin de Keep	FL2639	21249064	ZVL 	Vente libre         	20150205	70000	80000	0	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	115	200	750	150000	152488/02           	11123357	Norrie Hovert	IA166971	21746251	ZVL 	Vente libre         	20210324	0	0	0	0	0	0	0	0	0	150000	0	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	114	200	750	150000	152487/02           	10623310	Lacy Clemas	FL5955	21251657	ZVL 	Vente libre         	20141204	70000	30000	50000	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	113	200	750	150000	152486/02           	11124114	Myrle Noseworthy	F194838	21746713	ZVL 	Vente libre         	20210402	80000	0	0	80000	0	0	0	0	0	70000	80000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	112	200	750	150000	152485/02           	10623193	Daisi California	PT810144	21234502	ZVL 	Vente libre         	20150311	70000	50000	0	120000	0	0	0	0	0	30000	120000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	111	200	750	150000	152484/02           	11125769	Rennie MacNeil	FL28372	21747453	ZVL 	Vente libre         	20210422	80000	0	0	80000	0	0	0	0	0	70000	80000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	66	200	750	150000	152439/02           	10652313	Stacee Kellie	PL803326	21485880	ZVL 	Vente libre         	20161207	75000	25000	50000	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	67	200	750	150000	152440/02           	10669542	Jaime Dagless	FL37875	21489921	ZVL 	Vente libre         	20170217	60000	20000	70000	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	68	200	750	150000	152441/02           	10650726	Biddie Bendley	FL75737	21485176	ZVL 	Vente libre         	20161123	10000	15000	115000	140000	0	0	0	0	0	10000	140000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	65	200	750	150000	152438/02           	10625550	Wendel Seagar	FL5954	21227857	ZVL 	Vente libre         	20141202	70000	0	0	70000	0	0	0	0	0	80000	70000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	64	343	850	291550	152437/02           	10622139	Madelina Fareweather	FL15048	21235351	ZVL 	Vente libre         	20141231	143640	103000	102600	349240	0	0	0	0	57690	0	349240	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	63	342	850	290700	152436/02           	10629999	Arlyne Goodbairn	FL32720	21218862	ZVL 	Vente libre         	20150206	143640	147060	0	290700	0	0	0	0	0	0	290700	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	69	200	750	150000	152442/02           	10669564	Kerry Sartin	FL37865	21489919	ZVL 	Vente libre         	20170217	50000	40000	60000	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	70	200	750	150000	152443/02           	11109749	Emilie Fancet	FL45944	21738013	ZVL 	Vente libre         	20200929	150000	0	0	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	71	200	750	150000	152444/02           	11020302	Hamilton Makey	FL38579	21614110	ZVL 	Vente libre         	20170928	52000	49000	49000	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	72	200	750	150000	152445/02           	10594147	Edmon Pleven	FL28516	21495874	ZVL 	Vente libre         	20170601	50000	33000	67000	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	73	200	750	150000	152446/02           	10994758	Guinevere Reddish	FL10015	21496313	ZVL 	Vente libre         	20170613	75500	20000	54500	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	74	200	750	150000	152447/02           	10577049	Benji Haste	F197614	25087021	ZCD 	Vente conditionnée  	20201123	60000	60000	30000	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	3	60	200	750	150000	152433/02           	10622295	Ethe Moorey	UC88855	21219254	ZVL 	Vente libre         	20141210	70000	80000	0	150000	0	0	0	0	0	0	150000	
180018.01	1804	Jerada-Figuig                 	99501-RYAD BOUARFA                      	LOT HABITATION           	LOTS PROMOTIONNELS VILLA BANDE          	1	2	59	200	750	150000	152432/02           	10599060	Donnie De Michetti	FH12792	21746127	ZVL 	Vente libre         	20210319	70000	0	0	70000	0	0	0	0	0	80000	70000	
